id,isbn,titulo,autor,data_publicacao,generos,preco,paginas
89623,9780763883055,Fragmentos do Destino,Ana Silva,1993-09-24,Comédia,160.57,820
89624,9782189011041,Luzes da Alma,Gabriel Martins,1996-11-21,Biografia,136.31,1199
89625,9780525134058,Fragmentos do Destino,Marcos Souza,1984-11-23,História|Ficção|Filosofia,79.41,1076
89626,9784570727876,Vozes do Tempo,Gabriel Melo,2021-12-23,Comédia,175.52,365
89627,9780783782784,A Lenda da Cidade,Ana Rodrigues,2012-08-14,Fantasia|Terror,189.66,295
89628,9789228968084,Sussurros de Gelo,Laura Carvalho,2004-12-18,Terror|Filosofia|Biografia,52.28,220
89629,9785843545354,O Guia da Alma,Mariana Oliveira,2024-03-15,Fantasia|História|Filosofia,233.3,871
89630,9789341374538,O Guia Estelar,Fernanda Souza,2024-11-01,Tecnologia|Romance|Fantasia,76.14,1150
89631,9785709980424,Sussurros da Cidade,Julia Pereira,2008-03-09,Aventura|Ciência|Fantasia,221.24,952
89632,9782601038690,Luzes da Meia-Noite,Camila Silva,2002-02-04,Ciência,209.19,1143
89633,9783129939353,O Guia de Gelo,Mariana Souza,2025-10-16,Terror|Biografia,119.79,305
89634,9780772950299,A Jornada Imortal,Maria Martins,2008-03-23,História|Suspense,249.02,449
89635,9788236525880,Ecos do Tempo,Rafael Santos,1981-07-16,Drama,77.52,717
89636,9787627051854,Luzes da Magia,Pedro Gomes,2011-03-02,Terror,140.86,586
89637,9787796871899,Contos de Fogo,Maria Alves,2017-11-07,Romance|Filosofia,133.67,905
89638,9788490690689,O Segredo do Dragão,Beatriz Silva,1980-03-03,Mistério,108.25,365
89639,9789783631920,A Jornada Imortal,Lucas Costa,1984-07-16,Biografia|Mistério|Drama,149.56,429
89640,9786007910504,Sussurros de Gelo,Julia Costa,2004-10-16,História,145.57,267
89641,9789637204150,Contos do Dragão,Camila Melo,2012-03-27,Terror|Ficção|Mistério,101.42,537
89642,9780359392065,História Esquecido,Beatriz Pereira,1988-12-30,Terror|Mistério,53.22,1063
89643,9782996635525,A Jornada Perdido,Beatriz Melo,2024-07-20,Aventura,34.22,534
89644,9786641933418,História do Dragão,Mariana Costa,2022-04-29,Mistério,64.35,201
89645,9780911801831,Memórias Imortal,Camila Costa,2015-01-26,Romance|História,246.59,743
89646,9781840829495,Crônicas do Amanhã,Gabriel Melo,2000-01-10,Filosofia|Romance,232.93,287
89647,9783935569004,Crônicas de Gelo,Gabriel Silva,1983-02-24,Ficção,110.8,311
89648,9789822811882,O Segredo do Destino,João Lima,2018-02-01,Ciência,41.19,317
89649,9780937584443,Sombras da Alma,Lucas Gomes,2014-11-27,Mistério|Romance,27.21,233
89650,9788146766073,Fragmentos Imortal,Gabriel Gomes,2020-07-17,Fantasia|Comédia|Ciência,20.44,887
89651,9786880436965,A Jornada Estelar,Marcos Gomes,2019-07-14,Aventura|Suspense,84.05,521
89652,9785635252962,O Segredo do Dragão,Ana Rodrigues,2012-06-01,Filosofia|Ficção,33.18,1109
89653,9781004924383,Fragmentos Estelar,Laura Melo,2004-01-09,Aventura|Fantasia|Comédia,56.03,571
89654,9785176703387,O Mistério de Fogo,Carlos Pereira,2014-05-02,Biografia|Filosofia,168.12,798
89655,9789904555844,Contos da Alma,Beatriz Pereira,2015-11-03,Aventura,218.29,764
89656,9789738946579,História da Cidade,Pedro Costa,2014-02-25,Ficção|Romance|Tecnologia,161.39,570
89657,9788957950166,Fragmentos da Escuridão,Thiago Pereira,2007-06-18,História|Romance,46.23,205
89658,9788259701399,O Guia do Dragão,Rafael Carvalho,1983-07-30,Suspense|Drama|Tecnologia,63.3,1022
89659,9788551014656,Sussurros da Meia-Noite,Camila Martins,2014-08-26,Ficção,27.9,223
89660,9783703558803,A Jornada do Destino,Beatriz Costa,2019-01-07,Fantasia,103.56,207
89661,9784487297006,O Guia da Alma,Fernanda Ferreira,1981-12-16,Romance|História,229.47,146
89662,9786630714104,O Guia do Dragão,Ana Oliveira,1994-11-09,História|Mistério|Terror,231.4,823
89663,9780669170883,Crônicas da Escuridão,Maria Pereira,2025-06-12,Ciência,240.26,500
89664,9789080850564,Memórias Esquecido,Pedro Pereira,2021-05-13,Fantasia|Comédia|Filosofia,51.58,287
89665,9780473042620,A Jornada Perdido,Julia Oliveira,2009-12-13,Ciência|Filosofia,161.57,788
89666,9782958129922,Vozes do Amanhã,Mariana Martins,2000-09-01,Aventura,171.72,1067
89667,9789166531171,História Esquecido,Julia Carvalho,2019-04-20,Suspense|Terror|Romance,195.44,736
89668,9783682395806,Sombras do Amanhã,Mariana Carvalho,2004-03-17,Tecnologia|Filosofia,178.15,1133
89669,9784153686905,Luzes da Magia,Camila Silva,2019-03-12,Romance,192.75,174
89670,9789711197946,Ecos do Destino,Carlos Martins,2019-08-27,Terror|História,151.41,259
89671,9781979452307,A Jornada Imortal,Maria Ferreira,2017-04-26,Comédia|Ficção,225.9,635
89672,9784521464686,O Guia Imortal,Julia Ribeiro,1998-01-13,Drama,157.38,273
89673,9784963133110,Fragmentos da Cidade,Camila Martins,2015-01-10,Aventura|Romance,201.26,415
89674,9785682614334,O Mistério de Gelo,Marcos Souza,2011-08-24,Ciência|Filosofia,208.78,152
89675,9786382577310,Sussurros do Amanhã,Camila Melo,1997-12-08,História|Ciência|Aventura,46.83,783
89676,9781578178207,Sombras do Destino,João Lima,1991-05-11,Aventura|Comédia|Biografia,122.59,1070
89677,9782399670679,Sussurros da Escuridão,Beatriz Gomes,2010-06-23,Suspense|Mistério,54.27,1181
89678,9780249589089,Memórias da Cidade,Mariana Ribeiro,2012-09-24,História|Ciência,230.34,586
89679,9780789354057,Contos da Magia,Julia Pereira,1990-02-14,Ciência|Comédia|Suspense,180.45,798
89680,9781222034194,Ecos da Alma,Fernanda Alves,1984-08-23,Ficção|Drama|Romance,73.53,1162
89681,9786947886707,Vozes de Fogo,Gabriel Melo,2010-05-10,Tecnologia|Mistério,214.3,886
89682,9783264214666,Fragmentos Esquecido,Beatriz Gomes,1985-10-05,Biografia|Romance,84.75,772
89683,9788983662042,Fragmentos de Gelo,Gabriel Ribeiro,2012-05-25,Terror,223.11,644
89684,9787585044012,A Jornada do Amanhã,Camila Lima,1993-05-07,Biografia,74.16,242
89685,9780140992320,O Caminho do Destino,Lucas Gomes,1987-11-16,Fantasia,62.61,1190
89686,9787561810153,Sombras do Dragão,Thiago Martins,2010-12-13,Fantasia|Ficção,104.02,136
89687,9785273982860,O Caminho Estelar,Mariana Gomes,1982-05-31,Terror|Ciência,192.59,1062
89688,9785806128863,O Caminho do Destino,Fernanda Rodrigues,2017-11-04,Mistério,169.76,581
89689,9783001315429,O Mistério Imortal,Fernanda Oliveira,2019-06-25,História,179.65,1102
89690,9787446899205,História Estelar,Mariana Carvalho,2013-11-03,Tecnologia,161.73,749
89691,9783104626475,História de Gelo,Camila Oliveira,2024-07-09,Drama|Terror|Comédia,196.04,294
89692,9788583848753,Luzes Esquecido,Ana Melo,2008-12-01,Suspense,111.03,887
89693,9787320526055,Sussurros do Amanhã,Carlos Ribeiro,2001-08-25,Filosofia|Biografia,84.05,883
89694,9783414114671,História do Tempo,João Costa,2006-07-11,Tecnologia,38.25,173
89695,9781209483381,Luzes da Alma,Thiago Silva,1980-08-22,Drama|Filosofia,119.18,186
89696,9781794484265,Luzes do Dragão,Laura Ferreira,1986-07-16,Biografia|História,51.99,451
89697,9783461376138,Crônicas do Destino,Laura Ferreira,1995-11-21,Biografia,128.85,749
89698,9786343891923,Contos de Fogo,Lucas Martins,2003-03-13,Terror,208.69,271
89699,9784292170547,Contos do Amanhã,João Ribeiro,2021-12-14,Aventura|Drama,180.86,1160
89700,9788664092670,Crônicas Esquecido,Maria Oliveira,2011-11-01,Fantasia,147.95,959
89701,9789163019210,Fragmentos de Fogo,Camila Melo,2025-05-26,História,72.75,1083
89702,9783676645411,A Lenda Estelar,Lucas Souza,2009-09-26,Comédia|Fantasia,190.29,426
89703,9780542435202,O Segredo do Dragão,Marcos Martins,1985-06-14,Mistério,103.23,637
89704,9782713387400,Sussurros Perdido,Ana Ferreira,2020-01-19,Fantasia|Comédia|Suspense,120.9,620
89705,9785445309032,O Mistério do Amanhã,Rafael Melo,1992-08-23,Tecnologia|Terror|Mistério,42.24,513
89706,9789025385955,História da Cidade,Ana Pereira,2018-01-09,Comédia,97.95,462
89707,9782514676069,Sombras do Destino,Thiago Rodrigues,2002-09-18,Filosofia,148.46,233
89708,9783330257821,História Perdido,Lucas Melo,2012-01-20,Aventura|Fantasia,206.51,328
89709,9788204910335,A Lenda da Magia,João Rodrigues,2001-08-19,Ficção|Ciência,21.72,333
89710,9784011540678,Luzes do Tempo,Ana Souza,2014-07-25,Ciência|Drama,72.04,856
89711,9789195933442,O Caminho da Meia-Noite,Pedro Costa,2005-11-28,Mistério|Biografia,169.28,614
89712,9787518379276,Luzes de Fogo,Rafael Gomes,2009-12-27,Suspense,181.02,476
89713,9787671369341,Sussurros do Dragão,Pedro Martins,1981-11-25,História|Drama|Ficção,187.12,908
89714,9781616799779,Contos do Tempo,Carlos Carvalho,1981-03-29,Aventura|Romance|Filosofia,26.74,1198
89715,9781618543647,Contos Estelar,Marcos Costa,2001-12-21,Mistério|Comédia|Romance,64.32,1182
89716,9780727898394,A Jornada do Amanhã,Carlos Carvalho,1989-10-26,Terror,244.25,493
89717,9784888713583,O Segredo de Gelo,Carlos Ferreira,2002-02-08,Drama,103.37,258
89718,9788764630499,Luzes da Meia-Noite,Lucas Ferreira,1981-10-18,Aventura,32.85,151
89719,9783390278819,Fragmentos Estelar,Gabriel Rodrigues,2013-09-24,Ciência|Romance,206.23,218
89720,9780941705610,Memórias do Dragão,João Melo,1999-06-02,Tecnologia,110.6,930
89721,9787831023841,Fragmentos Estelar,Ana Lima,2016-07-20,Fantasia,249.41,762
89722,9786415293597,História do Dragão,Ana Gomes,2015-10-27,Ficção,168.36,688
89723,9785111346717,Ecos da Escuridão,Beatriz Silva,2006-09-16,Ficção|História,208.21,446
89724,9784433019138,A Jornada de Gelo,Ana Martins,1996-01-03,Drama|Ciência,24.6,244
89725,9784598007277,O Mistério de Fogo,Thiago Martins,2018-11-25,Comédia|História|Mistério,100.6,339
89726,9781430045749,Ecos da Alma,Carlos Oliveira,1999-04-07,Ciência|Suspense,248.46,236
89727,9780746512848,Sussurros Perdido,Ana Ferreira,2006-10-28,Suspense|Romance,44.19,979
89728,9781992826425,Fragmentos Estelar,Pedro Alves,2020-06-05,Comédia|Terror|Romance,220.86,1037
89729,9783627280695,O Mistério da Cidade,Julia Souza,1991-12-21,Filosofia|Ficção,173.77,421
89730,9783439786100,Vozes do Dragão,Beatriz Costa,2005-10-15,Romance|História,169.34,1007
89731,9785531098259,A Lenda da Escuridão,Laura Martins,1990-03-23,Tecnologia,186.31,786
89732,9782486859329,História do Destino,Thiago Oliveira,1980-11-19,Suspense,213.74,357
89733,9780657564655,Fragmentos da Meia-Noite,Carlos Gomes,1999-07-03,Suspense,183.82,362
89734,9787523868328,O Mistério Perdido,Marcos Rodrigues,1990-02-14,Aventura,197.83,603
89735,9788370248425,Sussurros da Escuridão,Thiago Martins,2025-11-02,Ciência|Fantasia,23.31,977
89736,9781360799921,Contos do Amanhã,Rafael Melo,2022-03-16,Biografia|Fantasia|Filosofia,201.02,973
89737,9780091356083,Luzes Esquecido,Camila Martins,2017-10-15,Ciência|Mistério|Aventura,50.09,350
89738,9781993930174,História do Tempo,João Rodrigues,1999-09-09,Fantasia|Ficção,127.48,287
89739,9786155654509,A Lenda de Gelo,Camila Pereira,2014-06-18,Ciência|Romance|Drama,181.74,295
89740,9783669888679,Sussurros do Amanhã,Marcos Silva,2005-10-06,Romance,178.02,252
89741,9786519953028,A Lenda da Cidade,Mariana Souza,2014-09-26,Suspense|Mistério,46.14,475
89742,9784394094318,Sombras da Magia,Maria Costa,2004-10-04,Ciência,77.74,1190
89743,9783144845730,Luzes do Tempo,Camila Melo,2024-06-05,Aventura,101.09,112
89744,9787867601459,A Jornada da Alma,Mariana Pereira,2021-02-12,Fantasia|Biografia|Filosofia,201.24,1175
89745,9783873955721,Sussurros da Alma,Beatriz Martins,2024-06-18,Aventura|História,66.31,892
89746,9783472433493,O Caminho de Fogo,Julia Carvalho,1994-09-12,Romance|Comédia|Filosofia,141.14,785
89747,9780480560532,Sombras Imortal,Rafael Alves,2025-08-09,Tecnologia|Filosofia,183.86,212
89748,9787476447007,História do Amanhã,Camila Carvalho,2009-11-22,Ficção,239.59,469
89749,9780827670854,Ecos do Tempo,Laura Rodrigues,1983-01-31,Tecnologia,150.08,606
89750,9783490318978,Luzes Esquecido,Ana Ferreira,1983-09-02,Comédia,159.11,556
89751,9787464254589,Crônicas da Cidade,Julia Alves,2022-07-12,Terror|Mistério,93.25,545
89752,9780397956700,O Segredo de Fogo,Beatriz Souza,1996-12-12,Comédia|Ciência,26.0,713
89753,9788786405372,Luzes do Tempo,Rafael Lima,2022-11-28,Ciência|Fantasia|Aventura,164.67,819
89754,9789864702815,História da Alma,Ana Alves,2010-12-06,Fantasia|Ciência,105.05,1085
89755,9787535142618,O Mistério Esquecido,Camila Santos,2021-04-22,Ficção,192.11,235
89756,9786649194722,Contos do Amanhã,Camila Martins,2011-06-18,Drama|Comédia,33.79,1062
89757,9783097857837,O Caminho do Amanhã,Camila Santos,2018-08-22,Drama,136.93,118
89758,9789165844523,O Segredo do Destino,Thiago Gomes,2001-08-22,Mistério,241.87,637
89759,9785709021628,Contos Esquecido,Laura Lima,1984-12-27,Comédia,85.25,740
89760,9782848638394,Memórias do Amanhã,Lucas Ferreira,2018-06-29,Tecnologia,116.94,374
89761,9782070025536,A Jornada da Meia-Noite,Pedro Rodrigues,2004-10-16,Ciência,78.67,976
89762,9784471139773,História do Tempo,Laura Carvalho,1997-03-14,Mistério|Filosofia|Aventura,170.89,592
89763,9780666064525,O Mistério da Magia,Ana Martins,1982-03-29,Biografia|Comédia|Tecnologia,187.25,184
89764,9782182227598,Sombras do Amanhã,Pedro Alves,1987-02-03,Terror|Romance|Suspense,71.08,712
89765,9787757171650,Sussurros Esquecido,Pedro Alves,1989-08-28,Biografia|Suspense,193.7,1120
89766,9783907368824,Contos do Dragão,Gabriel Alves,1986-04-18,História|Tecnologia,198.43,607
89767,9789505586668,Sombras Esquecido,Thiago Carvalho,2012-04-23,Filosofia,153.19,539
89768,9781551002333,O Segredo da Meia-Noite,Marcos Silva,2008-06-04,Terror,131.35,262
89769,9787438682221,Ecos Perdido,Thiago Oliveira,2019-04-06,Biografia|Terror,140.68,1101
89770,9783983064680,Luzes Imortal,Fernanda Rodrigues,2015-11-17,Ficção|Suspense,60.53,1001
89771,9780072845916,Memórias da Alma,Carlos Ferreira,2022-05-25,Mistério|Filosofia,39.84,193
89772,9782549105412,Crônicas Perdido,João Martins,1983-09-05,Biografia|Mistério|Aventura,134.77,777
89773,9784609227432,História do Destino,Camila Pereira,2021-03-15,Aventura,96.58,836
89774,9785195058827,Contos da Meia-Noite,Carlos Santos,2009-03-06,Aventura|Comédia,146.9,105
89775,9788799021493,Sussurros da Cidade,Beatriz Martins,1983-07-12,Suspense,109.32,178
89776,9782886946478,A Jornada da Meia-Noite,João Silva,2021-03-09,Romance|Ciência,118.34,726
89777,9789531606668,História Perdido,Pedro Gomes,1988-03-15,Aventura|Ciência,222.33,578
89778,9786273446935,Crônicas Imortal,Pedro Ferreira,2025-10-06,Ciência,246.47,804
89779,9781683451265,O Mistério de Gelo,João Oliveira,1997-05-09,Fantasia,203.03,1013
89780,9780433134627,A Lenda da Escuridão,Julia Costa,2024-07-03,Drama|Fantasia|Filosofia,226.8,398
89781,9789692045544,Luzes Estelar,Laura Silva,2017-07-19,Biografia|Mistério|Aventura,118.35,504
89782,9789510795594,História de Gelo,Rafael Rodrigues,1990-11-01,História|Comédia|Drama,111.51,1121
89783,9782054819386,História da Alma,Rafael Lima,1998-05-04,Ciência,103.12,163
89784,9789573826173,O Mistério da Cidade,Pedro Melo,1993-08-31,Filosofia|Ficção,89.66,244
89785,9783888102108,Luzes de Fogo,Pedro Oliveira,2014-02-07,História,175.71,1089
89786,9788008082572,Ecos da Magia,Fernanda Costa,1988-01-17,Romance|Suspense|Ciência,49.85,954
89787,9785763070036,Contos Estelar,Gabriel Santos,1991-01-08,Tecnologia|Drama|Aventura,215.21,1066
89788,9781545826891,Ecos do Dragão,Maria Santos,2015-09-18,Fantasia|Biografia|Romance,137.81,911
89789,9782935845380,Crônicas do Destino,João Martins,2013-08-04,Aventura,94.78,290
89790,9788055548705,O Guia de Gelo,Thiago Silva,1985-01-07,Filosofia|Drama,187.93,456
89791,9784692095224,O Segredo do Destino,Marcos Pereira,1998-10-01,Tecnologia|Mistério|Ciência,90.17,179
89792,9787739086561,A Jornada do Destino,Pedro Santos,1998-11-16,Romance|Mistério|Comédia,148.54,1178
89793,9787758698239,O Segredo do Destino,Camila Alves,1995-04-16,Romance|Aventura|Terror,84.42,214
89794,9787361857485,A Lenda de Gelo,Camila Gomes,1982-11-28,Ciência|Romance,160.59,324
89795,9780618748114,O Segredo Perdido,Maria Ribeiro,1987-05-21,Romance|Suspense|Tecnologia,171.65,954
89796,9788293060024,A Lenda de Fogo,Rafael Oliveira,1988-07-04,Filosofia|Suspense|Romance,135.62,271
89797,9780463870238,Memórias de Gelo,Fernanda Pereira,1999-11-18,Aventura|Ficção,117.07,709
89798,9787379083879,Ecos da Magia,Pedro Santos,2006-10-29,Ciência,107.93,217
89799,9782771412109,A Jornada da Alma,Camila Oliveira,2020-12-03,Comédia|Filosofia|Drama,162.54,248
89800,9780189463298,Ecos Imortal,Rafael Ribeiro,1989-03-08,Comédia|Aventura|Ficção,153.82,887
89801,9784768317796,Ecos Esquecido,Fernanda Lima,2005-12-11,Ficção|Drama,118.67,300
89802,9785651282049,O Caminho da Alma,João Pereira,2016-04-25,Terror|Ciência|Mistério,75.43,457
89803,9785741140058,História de Gelo,Lucas Carvalho,2011-04-14,Terror,177.49,730
89804,9786051447917,Fragmentos Perdido,Julia Souza,2000-04-07,Tecnologia|Filosofia,234.03,988
89805,9789193177911,Memórias da Cidade,Gabriel Carvalho,1992-07-28,Tecnologia|Mistério|Romance,233.38,561
89806,9787536839648,Vozes Estelar,Maria Gomes,2005-03-04,Fantasia|Romance|Drama,86.65,614
89807,9784869147038,A Jornada Esquecido,Pedro Silva,2017-06-11,Biografia|Aventura,44.77,1087
89808,9783591101043,Memórias do Dragão,Beatriz Costa,2019-07-22,Ficção|Ciência|Aventura,53.4,431
89809,9787674294932,Sombras do Destino,Julia Alves,1997-08-10,Terror,75.38,337
89810,9786377419405,O Guia da Alma,Laura Carvalho,1994-08-04,Ciência|Romance,121.21,391
89811,9789824692238,O Segredo Esquecido,Rafael Lima,2019-05-30,Biografia,22.38,926
89812,9782569268995,Memórias Perdido,Mariana Carvalho,1990-01-09,Romance,80.59,389
89813,9787460594972,Crônicas Perdido,Julia Ribeiro,2023-05-27,Aventura|Ficção|Comédia,126.95,203
89814,9781996237599,Contos do Dragão,Ana Alves,1993-03-27,Romance|Suspense|Drama,105.06,712
89815,9781158396171,Crônicas Imortal,Fernanda Pereira,1992-10-19,Romance|Ficção,180.84,149
89816,9789257303789,Sussurros de Fogo,Rafael Gomes,1992-05-13,Tecnologia|Filosofia|Fantasia,178.98,962
89817,9781954369564,Sombras da Alma,Pedro Carvalho,2010-11-26,Ficção|História|Tecnologia,234.96,331
89818,9787451251771,O Caminho da Escuridão,Carlos Costa,2004-11-07,Fantasia|Terror,23.47,846
89819,9780502728193,Sussurros da Meia-Noite,Julia Martins,2016-12-11,Comédia|Mistério,116.79,820
89820,9787244184175,O Segredo Perdido,Rafael Lima,1989-11-18,História|Aventura,158.6,517
89821,9788589060045,A Jornada do Dragão,Thiago Martins,2023-04-30,Terror,176.95,265
89822,9787493924310,O Guia da Alma,Julia Gomes,2025-10-16,Mistério|Tecnologia,246.44,287
89823,9780410530842,Sombras Perdido,Fernanda Silva,1992-02-03,Filosofia|Terror|Comédia,95.97,1119
89824,9785462328328,Sussurros de Fogo,Pedro Carvalho,1980-09-17,Romance|Terror|Aventura,170.12,827
89825,9784212298463,Memórias Esquecido,Julia Ferreira,1980-06-01,Drama|Ficção|Comédia,95.45,285
89826,9789448532370,Contos Estelar,Maria Lima,2017-11-07,Ficção,195.68,829
89827,9787482711794,O Caminho do Tempo,Lucas Lima,2011-12-20,Romance,65.36,1166
89828,9789458625773,Vozes da Meia-Noite,Julia Silva,1987-12-31,História|Ficção|Romance,204.01,979
89829,9787461323141,Memórias da Escuridão,Beatriz Pereira,1987-03-21,Ficção,53.76,440
89830,9782999899891,Ecos do Tempo,Lucas Lima,1982-08-25,Tecnologia,221.9,709
89831,9782195745408,O Segredo da Magia,Pedro Santos,1999-07-19,Terror|Biografia|Ficção,118.6,1129
89832,9785099344556,A Lenda da Cidade,Gabriel Costa,1993-11-24,Comédia|Terror,101.14,460
89833,9783513715308,A Lenda Esquecido,Marcos Rodrigues,2004-06-20,Romance|Mistério|Ficção,203.16,1123
89834,9781712475358,História do Dragão,Thiago Alves,2007-02-08,Ciência,171.17,313
89835,9784151857888,Sombras do Dragão,Gabriel Alves,2002-09-17,Biografia,150.77,927
89836,9782786858484,Vozes da Meia-Noite,Beatriz Ferreira,2011-02-16,Terror,70.23,733
89837,9786599001416,A Jornada da Alma,Ana Ferreira,2000-02-08,Filosofia,89.7,655
89838,9785896312880,Crônicas Perdido,Pedro Martins,2001-12-26,Mistério|Drama|Ficção,100.58,277
89839,9782852352357,O Guia Estelar,Mariana Lima,1992-07-22,Romance|Fantasia|Mistério,208.24,1142
89840,9788235419669,Crônicas Imortal,Camila Ferreira,1991-10-02,Tecnologia|Biografia|Romance,91.41,1075
89841,9785262534124,Crônicas Esquecido,Carlos Melo,1996-03-16,Ficção,73.17,874
89842,9785814430573,A Lenda da Escuridão,Mariana Lima,1991-02-12,Fantasia,124.92,1165
89843,9789944851247,Sombras do Destino,Beatriz Lima,1981-04-29,Suspense,163.41,302
89844,9788532379909,Contos da Alma,João Ribeiro,2009-12-28,Ciência|Suspense,136.16,335
89845,9786851715017,O Mistério Esquecido,Laura Santos,2015-04-02,História,112.65,649
89846,9781017517789,O Caminho do Amanhã,Rafael Carvalho,2005-06-29,Fantasia|Comédia|Drama,238.8,485
89847,9788357131747,A Jornada Perdido,Camila Silva,2023-09-21,Fantasia,45.59,561
89848,9786663889947,A Lenda Perdido,Beatriz Oliveira,2019-11-28,Tecnologia,145.25,382
89849,9789155297166,Fragmentos do Amanhã,Carlos Ferreira,2000-06-17,História|Mistério|Romance,136.92,181
89850,9788858616751,O Guia do Dragão,Thiago Melo,2000-05-06,Mistério,39.45,553
89851,9786974163850,Sussurros Esquecido,Mariana Lima,1998-08-18,Fantasia|Filosofia|Aventura,122.87,551
89852,9781205673704,O Mistério da Magia,Rafael Pereira,2024-12-01,Drama,195.96,149
89853,9783449703471,Crônicas da Magia,Fernanda Carvalho,1982-09-02,Mistério|Suspense,149.75,534
89854,9783287406258,A Lenda Imortal,Thiago Ferreira,2019-01-08,Fantasia|Biografia,43.23,565
89855,9781705878911,O Caminho da Escuridão,Pedro Ribeiro,2005-06-18,Drama,194.77,481
89856,9788350944227,Contos da Cidade,Gabriel Santos,1990-11-15,História|Fantasia|Ciência,157.49,565
89857,9784169016975,O Caminho da Alma,Mariana Pereira,2017-08-01,Mistério|Biografia,172.54,916
89858,9785828055419,Luzes do Dragão,Marcos Souza,2020-06-08,Ciência|História,35.96,364
89859,9787631944251,O Caminho de Gelo,Marcos Ferreira,1980-06-21,Tecnologia,57.32,449
89860,9782402544213,A Jornada do Dragão,Carlos Costa,2001-11-03,Comédia|Fantasia|História,112.28,797
89861,9786110151748,Sussurros do Dragão,Pedro Lima,2002-11-09,Mistério|Romance|Terror,36.92,1124
89862,9780873623089,Vozes da Cidade,Laura Ribeiro,1997-03-07,Aventura|Romance,113.29,854
89863,9784189680949,Crônicas Perdido,Beatriz Costa,1993-08-19,Tecnologia|História,99.46,469
89864,9786442809099,O Segredo Perdido,João Alves,1980-10-09,Mistério|Tecnologia|Romance,154.78,119
89865,9786082159097,Memórias Imortal,Rafael Silva,1984-12-15,Romance,202.1,382
89866,9781618112892,O Caminho do Dragão,João Alves,2018-06-17,Filosofia|Tecnologia,224.72,1009
89867,9782658349911,Vozes de Gelo,Camila Santos,2010-08-24,Comédia,62.06,598
89868,9781757853990,A Lenda Estelar,Julia Martins,1985-04-30,Biografia|Comédia,171.61,217
89869,9782829789380,A Lenda Perdido,Rafael Rodrigues,2016-07-26,Suspense,225.22,1165
89870,9789555229691,História Esquecido,Gabriel Souza,2000-05-26,Mistério|História,184.36,634
89871,9781882764529,O Mistério da Escuridão,João Pereira,2019-10-30,História|Ficção,31.4,242
89872,9783455404019,O Caminho Esquecido,Lucas Ferreira,1995-06-13,Suspense|Tecnologia|Filosofia,29.72,553
89873,9784171873636,História Perdido,Fernanda Martins,2009-03-17,Fantasia|Suspense|História,211.36,485
89874,9788971028074,Contos do Amanhã,Laura Rodrigues,2023-06-30,Mistério,122.6,368
89875,9787983474996,Contos da Meia-Noite,Carlos Silva,1998-07-17,Fantasia|Ciência|Mistério,187.61,407
89876,9789694062114,Luzes Estelar,Ana Lima,1982-07-08,Comédia|Romance,108.72,130
89877,9781340593908,O Caminho do Dragão,Mariana Oliveira,1980-11-01,Aventura|Drama|Mistério,107.32,255
89878,9782197498989,A Jornada de Fogo,Beatriz Lima,2007-12-13,Ficção|Suspense|Filosofia,181.0,719
89879,9783015324136,A Jornada da Meia-Noite,Beatriz Souza,2006-10-02,Romance|Mistério|História,160.68,670
89880,9789392751633,O Caminho Perdido,Gabriel Costa,2017-03-29,Ficção,24.24,267
89881,9783135106559,Fragmentos do Amanhã,Pedro Costa,1994-08-17,Comédia|Romance,248.57,319
89882,9785856301403,Sussurros da Alma,Laura Melo,1999-07-10,Filosofia|Romance|Aventura,207.83,754
89883,9787750577265,Ecos do Amanhã,Maria Costa,2025-01-06,Mistério|Biografia,222.12,188
89884,9786700713666,A Lenda do Amanhã,Julia Souza,1992-10-21,Terror|Comédia|Biografia,81.35,459
89885,9789017172045,Memórias do Tempo,Ana Rodrigues,1983-03-04,Aventura,167.16,761
89886,9789497040610,Fragmentos do Destino,Beatriz Costa,2006-04-02,Drama,133.45,380
89887,9783461919024,História da Alma,Fernanda Martins,1995-07-27,Mistério|Comédia|Drama,154.34,931
89888,9783992689909,Sombras da Cidade,Laura Melo,1991-02-21,Mistério|Drama|Aventura,153.69,692
89889,9789643929140,Contos de Gelo,Thiago Ferreira,2025-06-16,Terror|Mistério|Biografia,118.65,1179
89890,9784662930786,História do Amanhã,Beatriz Souza,2016-01-05,Terror|História,51.46,1126
89891,9787530395437,A Jornada do Tempo,Marcos Rodrigues,1981-06-09,Filosofia|Ficção,103.73,733
89892,9787568761418,Memórias do Dragão,Julia Ribeiro,2021-11-20,Ciência,106.66,967
89893,9781926434528,O Mistério da Cidade,Carlos Pereira,1983-11-13,Filosofia,202.86,657
89894,9783588118167,Sussurros do Amanhã,Ana Souza,1997-09-25,Terror|Ciência,222.15,417
89895,9788703434948,Crônicas do Tempo,Carlos Lima,2023-07-08,Ciência,38.13,110
89896,9784132191616,Contos Imortal,Mariana Carvalho,2024-01-03,Ciência,241.52,350
89897,9784813613648,Ecos do Destino,Fernanda Rodrigues,2005-11-02,Ficção|Filosofia|Mistério,171.11,519
89898,9785779752314,O Mistério da Alma,Pedro Martins,1990-03-25,Fantasia|Mistério,162.85,957
89899,9780570153655,Crônicas da Magia,Gabriel Pereira,2009-02-11,Terror|Tecnologia,170.71,437
89900,9780636745388,A Lenda da Meia-Noite,Mariana Carvalho,1982-03-01,História,87.81,997
